,tf,df,tfidf,all_tf,all_df,all_tf-idf,midf,tf_ev,df_ev,tf_chi,df_chi
收手續費,100,80,20.163547432739783,101.0,81.0,39.4110334678785,-7.991761415260885,3.2585324891997303,2.613278530942358,2872.1246656778617,2291.644227287919
台灣行,155,66,22.902672396856698,235.0,137.0,41.94339066591883,-8.709665079064028,7.5817340095241255,4.419989614063001,2866.381901599148,857.9426673462899
購物,665,275,17.718755351079498,3366.0,1528.0,37.22902574737465,-9.694282767322221,108.59624117471576,49.29740241086325,2850.7905935420645,1033.3538902094003
新銀行,174,82,22.003961975080486,295.0,152.0,42.72510471005572,-8.59650016884435,9.517495884296242,4.90393008275603,2842.6063419488423,1212.0490905009244
支付業者,103,57,22.179914000276955,108.0,61.0,41.492675786330366,-8.047161491601088,3.484371374589811,1.9680245726849857,2842.222965362413,1538.8620454574816
便利,518,329,15.828734244494875,2186.0,1549.0,35.348638298133785,-9.528645984913824,70.52625763753079,49.97491906703349,2839.1234245402375,1557.8813781612787
折抵,144,88,20.906298597007872,206.0,134.0,41.22828164344187,-8.399841880735032,6.646115770050935,4.323201520324395,2838.663990487434,1619.58830068205
代碼,181,48,25.464280480201648,319.0,170.0,42.46770264069856,-9.243936321404698,10.291800634205089,5.484658645187665,2831.5054251886777,329.56549667903136
滿元,180,88,21.687747778023795,318.0,189.0,41.73156368402644,-8.743749095843762,10.25953793629222,6.097649905532169,2808.29649839119,1100.0951276180785
的行動支付,96,69,20.839777079623932,96.0,69.0,39.94687839100254,-7.979338895262328,3.0972189996353876,2.226126155987935,2786.669821739361,2002.9189343751652
家銀行,272,173,18.66830909884068,696.0,477.0,39.5803840496573,-8.993563791652889,22.454837747356557,15.389306904438332,2773.2459572560956,1614.1812449590602
手續費收入,95,70,20.720646351754045,95.0,70.0,39.79179085731432,-7.979338895262328,3.0649563017225185,2.2583888539008035,2757.642011096243,2031.9467450182844
台新銀行,169,77,22.285451966707463,287.0,144.0,42.909502431732285,-8.605346772984644,9.259394300993295,4.645828499453081,2755.8024077609707,1126.8444657711427
線上,599,282,17.285919808637797,2882.0,1823.0,35.012661528922465,-9.845670599002878,92.98109538488735,58.81489829515949,2753.8407755679796,846.9212914901791
提款,256,77,23.79521168880469,630.0,287.0,42.8404400532662,-9.295015689168265,20.32549968510723,9.259394300993295,2732.6496745057207,495.58205551048206
付工具,102,81,20.164907329439824,110.0,88.0,39.53765200662063,-8.062226555068095,3.5488967704155483,2.839117416332438,2731.164176969668,2151.7685500128455
的信用,157,119,19.381291105486817,252.0,193.0,40.159203233797314,-8.462905591055684,8.13019987404289,6.226700697183643,2725.912982815987,2042.4648066663794
支付工具,101,80,20.199341879914794,109.0,87.0,39.53935519390309,-8.06322037924303,3.5166340725026792,2.8068547184195696,2702.301813788476,2122.939117354225
轉帳,159,96,20.725251432801414,263.0,166.0,41.412422065804016,-8.526978492151034,8.485089551084446,5.35560785353619,2669.9468675082694,1534.1686793174745
繳費,212,93,21.909496375817742,453.0,222.0,42.770105860677525,-8.84941678398135,14.615002154529483,7.162318936656833,2665.811264515048,1028.7321125316216
儲值,125,64,22.266815091268665,167.0,85.0,42.64566686265077,-8.263107068392973,5.387870551449059,2.7423293225938323,2655.420425304956,1368.3630867762604
用信用,91,67,20.801545313124116,91.0,67.0,39.724974847107845,-7.979338895262328,2.935905510071044,2.1616007601621976,2641.5307685237703,1944.8633130889289
第三方,252,100,22.03139531650607,630.0,370.0,40.94907242353077,-9.287671714912506,20.32549968510723,11.937198227761389,2640.6767325618202,649.654710260342
支付機,95,52,22.371544718935645,99.0,56.0,41.33579866915022,-8.05344686741605,3.194007093373993,1.8067110831206425,2638.7982515931667,1394.4488832944712
機票,366,157,20.177039799075708,1247.0,634.0,40.32655370594626,-9.375142044351245,40.23158429734716,20.454550476758705,2637.8543754344323,911.5164768196134
跨行,115,38,24.943074783789463,144.0,63.0,43.4008277367812,-8.484887461927475,4.645828499453081,2.0325499685107227,2621.2855616615534,636.4701885856015
線上申,114,62,22.097009534406386,142.0,81.0,41.802361817883536,-8.246653664889674,4.581303103627344,2.613278530942358,2613.3287756098975,1349.5624921281012
支付市,91,58,21.596484641336424,93.0,60.0,40.492198925395215,-8.013240446938008,3.0004309058967813,1.935761874772117,2580.9373398762905,1623.7528166692928
花旗,258,80,23.573041857979106,671.0,265.0,43.8020492111216,-9.177042086574668,21.648270299534843,8.549614946910184,2580.4435809175047,597.1213389065897
支付工,102,81,20.164907329439824,116.0,94.0,39.526518441530655,-8.128184522859893,3.7424729578927596,3.0326936038096504,2579.7224800433914,2004.4559922048006
支付機構,90,47,22.709766206922307,92.0,49.0,41.53137175088838,-8.021011591662896,2.9681682079839127,1.5808721977305624,2551.9240199054234,1304.9107785438305
的支付,105,86,19.930162735434234,124.0,104.0,39.39627282901386,-8.169382498150192,4.000574541195708,3.3553205829383366,2549.8547366048288,2035.6156340708205
付機,99,56,22.123032295228192,111.0,67.0,41.15709053510082,-8.158679823918144,3.5811594683284165,2.1616007601621976,2542.404271278769,1340.9382926432127
開戶,213,76,23.209845932632696,478.0,178.0,44.67670460732317,-8.83038910526808,15.4215696023512,5.742760228490614,2531.3400104517805,859.5308778212259
綁定,113,66,21.704990856010497,144.0,85.0,41.61276997195462,-8.232335409726218,4.645828499453081,2.7423293225938323,2527.132993168403,1459.1729981380654
支付市場,89,56,21.701997976223385,91.0,58.0,40.519914175320146,-8.014430215073597,2.935905510071044,1.8712364789463798,2522.9110184108695,1565.7684495162632
可享,271,187,18.144142845187208,751.0,586.0,38.410837952992466,-9.121550067984753,24.229286132564333,18.90594097694101,2513.3132230750884,1494.5361732224878
提供,1677,890,10.009606314186055,16329.0,10712.0,22.83595914789449,-10.46723731990715,526.8175942192316,345.5980200426486,2511.152970371586,857.567169351579
卡機,104,69,21.139555621039396,124.0,89.0,40.30280804529391,-8.233868760397208,4.000574541195708,2.871380114245307,2499.6122404713774,1522.9590628909111
萬事,129,55,23.27520832982834,188.0,108.0,41.97781045473405,-8.654136937154076,6.065387207619301,3.484371374589811,2491.6659901659405,761.6467096546505
上申,122,67,21.908126421581397,170.0,106.0,41.41506488548901,-8.438085369983428,5.484658645187665,3.419845978764074,2475.236044624237,1182.0520603752489
