,tf,df,tfidf,all_tf,all_df,all_tf-idf,midf,tf_ev,df_ev,tf_chi,df_chi
收億元年,87,74,20.561808686393174,1043.0,829.0,37.30837678976857,-10.482048608895399,36.692322140828885,29.16388787607588,68.97525977964618,68.93034834488559
的供,52,43,21.31358631199784,494.0,424.0,38.63043205779986,-10.354426886502669,17.378722087794316,14.916150132033987,68.97129019147057,52.87574987011116
會升息,45,42,20.804311605316837,397.0,339.0,39.020525642379496,-10.154224036061356,13.966300949097858,11.925884185753588,68.9581643909925,75.83944535442882
全面,272,207,18.054811435532283,4698.0,3631.0,30.40616833422997,-10.930438125113241,165.273757830886,127.73712530522502,68.91893133570255,49.18384760787014
好消,38,36,20.787398447126442,306.0,275.0,38.97266517983356,-10.099145706174735,10.764957406609433,9.674389826201288,68.90389966693066,71.63632678371613
百分,196,131,20.03155673555871,3106.0,1897.0,34.945204580454174,-10.738725193698137,109.26783563702254,66.73570000110489,68.84430620622402,61.88442249470096
智能,75,39,23.409347554529838,846.0,451.0,41.038028643600676,-10.513799240337306,29.76194106533196,15.865999314970113,68.76171052432909,33.731375948693056
年高,59,50,21.091433211786615,597.0,533.0,37.95498889138035,-10.432391965701973,21.002220822698796,18.7507264631465,68.74659754298365,52.078894036472775
的智,88,63,21.486271302242184,1062.0,842.0,37.26911810571431,-10.658538834815067,37.36073452882097,29.621222667859943,68.63717321944928,37.612990816799424
將持續,142,126,19.23500839113219,2042.0,1842.0,33.57780107785306,-10.748218856828048,71.83674190946557,64.80082203586463,68.52875917010763,57.79771406932182
營收億元年,86,73,20.592528807240136,1029.0,819.0,37.34127343608336,-10.483518189668953,36.19980774967682,28.812091882395837,68.51028506335892,67.7691585803545
觸控,80,51,22.249663623990102,929.0,436.0,41.79920235321379,-10.211710157588982,32.68184781287635,15.338305324450042,68.50920851304026,82.91375352301168
勢將,38,36,20.787398447126442,307.0,291.0,38.611158982055294,-10.155697875679657,10.800137005977438,10.237263416089363,68.50214460095557,64.83359559243502
以電,46,43,20.78582090142844,412.0,387.0,38.29798175059572,-10.263118124300494,14.493994939617929,13.614504955417813,68.48549064630673,63.42553929377627
年仍,43,40,20.839840005271377,372.0,350.0,38.436180381037936,-10.234947247333796,13.086810964897742,12.31285977880164,68.37409668786744,62.25830127198183
應用在,43,40,20.839840005271377,372.0,321.0,39.03460956521288,-10.148455215980354,13.086810964897742,11.292651397129504,68.37409668786744,72.97771221523874
季出貨,39,37,20.776053502657074,320.0,240.0,40.1533590775445,-9.93561455766204,11.257471797761498,8.443103848321124,68.36773699091479,96.58726606565783
