,tf,df,tfidf,all_tf,all_df,all_tf-idf,midf,tf_ev,df_ev,tf_chi,df_chi
日本,22556,8235,2.1506392352833625,22582.0,8260.0,26.393659483826923,-9.214271191122302,2497.3011811241117,913.4579645773256,161114.48684986497,58683.57368942012
夏普,7920,942,23.578338706477105,7921.0,943.0,45.537432063482676,-9.212300975276113,875.9685880650115,104.28460782038958,56644.015788205776,6729.344751464175
鴻海,6880,1109,21.64027819574299,9259.0,2065.0,38.30707732403369,-9.832911485263784,1023.9355077507818,228.3644911443314,33491.84697453511,3395.969730545093
日圓,4335,1262,19.41254416263076,5332.0,1772.0,37.687017655900775,-9.550651055282886,589.6559161169855,195.96216867203643,23789.470983437863,5799.265570102848
東京,2904,1596,16.475836390658927,2904.0,1596.0,36.235725778137,-9.211239967219019,321.1479333090258,176.4986575623985,20772.747094064354,11416.427121944454
晴天,2945,161,37.11840113206036,3334.0,263.0,53.223030984589606,-9.701989634412321,368.700829770073,29.084678533152132,18001.905280946976,598.3099320787253
安倍,1562,547,24.282526263173366,1565.0,550.0,42.641044079918025,-9.216709443023554,173.0704254919509,60.82347221761853,11146.476109130666,3886.125003203367
億日,1363,509,24.478054349411334,1431.0,535.0,42.41281016360108,-9.261058697564502,158.25161589711294,59.16465024804712,9171.58830114035,3420.1476901850006
億日圓,1333,489,24.74026642678191,1390.0,506.0,42.72270764730515,-9.245414147031612,153.71750251361775,55.95759444020904,9047.162399444507,3351.2113393899126
在日本,1253,1007,18.67818796601668,1254.0,1008.0,36.58275322578081,-9.212232523131771,138.67751665617024,111.47283635519904,8953.971969113074,7194.298871792355
熊本,1279,314,28.227324932105397,1334.0,334.0,45.913980324833574,-9.272987974287465,147.52456716055113,36.93643585579016,8678.125140512599,2078.2789892343967
台日,1230,512,24.124522591298227,1445.0,639.0,40.992658225574175,-9.432819796557046,159.79984973537958,70.66581590374226,7167.268076428241,2756.2953821579626
郭台銘,1379,438,25.749070602770683,1836.0,613.0,42.53259241328645,-9.547385992778784,203.03980907554111,67.79052448981847,6810.892784698134,2021.7435517571212
與日本,931,746,20.346959797106507,931.0,746.0,37.601952199879605,-9.211239967219019,102.95755024473246,82.49874595335169,6659.582487800931,5336.24977003168
大阪,920,599,22.033267006624843,920.0,599.0,39.26208798560146,-9.211239967219019,101.74108080038009,66.24229065155181,6580.897839717353,4284.736745642061
日本的,888,724,20.45733373379865,888.0,724.0,37.60820170475289,-9.211239967219019,98.20226059862773,80.06580706464693,6351.9970452924035,5178.880473864527
夏普的,846,420,24.545072762641894,846.0,420.0,41.589251371026776,-9.211239967219019,93.55755908382775,46.4470151479996,6051.564752609656,3004.322926827488
與日,1109,875,19.52345731439465,1414.0,1156.0,35.99202409894442,-9.489737130093728,156.371617664932,127.83987978830366,5803.488180156143,4366.776988207336
的日本,780,689,20.496260542927054,780.0,689.0,37.361585402452455,-9.211239967219019,86.25874241771355,76.1952224689803,5579.456864108193,4928.520229962236
日本政,771,477,23.27744864227588,771.0,477.0,40.1172187564757,-9.211239967219019,85.2634492359707,52.750538632370976,5515.078515676174,3412.0524668969324
富士,748,286,27.08175789399328,748.0,286.0,43.85484130828822,-9.211239967219019,82.7199222159612,31.62820555316163,5350.55606968324,2045.8008501730042
日本政府,741,455,23.515892839977738,741.0,455.0,40.268272814239204,-9.211239967219019,81.94580529682787,50.317599743666236,5300.4840209027825,3254.683170729779
沖之,896,232,29.355366924609488,1058.0,307.0,45.28674090483226,-9.491350343139906,117.00224292043708,33.950556310561616,5186.545919018377,1155.3148580806624
雨天,1064,163,32.815531523767675,1431.0,340.0,46.16002099677146,-9.946435384022463,158.25161589711294,37.599964643618726,5184.023750116775,418.2229695274585
沖之鳥,882,228,29.431428075899657,1041.0,301.0,45.351502834165856,-9.489004603013454,115.12224468825616,33.28702752273305,5108.495696765824,1138.9764864117265
是日本,634,526,21.953279815168546,634.0,526.0,38.36226317624336,-9.211239967219019,70.11287524721845,58.169357066304265,4535.096989544351,3762.5568083601397
在日,1708,1353,16.895953582222063,3495.0,2962.0,31.320075913904056,-9.994780333875974,386.5055189101396,327.5620449247019,4518.299424223684,3210.149087788016
鴻夏,698,348,25.354750929623837,757.0,384.0,41.67570135267992,-9.309680040032271,83.71521539770404,42.465842421028206,4507.493587649996,2198.263736816073
鴻海集團,902,445,24.297058108923625,1225.0,627.0,40.32829471348572,-9.5541122256857,135.47046084833218,69.33875832808512,4337.237289314956,2035.2451052952406
的日,1135,963,18.810001002554078,1833.0,1579.0,34.468905161254185,-9.705733569676536,202.70804468162686,174.61865933021755,4287.783897854032,3559.442849351473
戴正吳,606,154,30.918445538479066,612.0,160.0,47.00731343197349,-9.249461180039217,67.6799363585137,17.694101008761752,4281.74886843729,1050.0278081723147
與夏普,588,309,25.65550899095428,588.0,309.0,41.89863762407824,-9.211239967219019,65.02582120719944,34.171732573171134,4206.052097558483,2210.323296165938
福島,607,238,27.700261660134373,625.0,247.0,43.910954590618665,-9.248357630175521,69.1175820654756,27.315268432275957,4185.87408409365,1625.0272709498483
台灣,15617,4340,8.90436016657851,85115.0,27232.0,14.834887469698096,-11.04775837149767,9412.708796004728,3011.5359916912507,4089.4954022493234,586.0187712319665
富士康,553,192,28.9230571604079,553.0,192.0,45.03105490186272,-9.211239967219019,61.15523661153281,21.232921210514103,3955.6918536561925,1373.4047665497092
日方,619,304,25.95537655556323,680.0,340.0,42.00514784646617,-9.323157883423004,75.19992928723745,37.599964643618726,3932.430784311833,1887.4746162806753
核災,610,235,27.812736309344626,664.0,264.0,43.76922279272233,-9.327603556221176,73.43051918636128,29.19526666445689,3920.8058302016284,1450.7690150636251
是日,788,651,20.958670007764347,1050.0,901.0,36.67710625655239,-9.536235582618788,116.11753786999901,99.63990630558963,3887.6646129310147,3050.9658648851537
櫻花,543,174,29.56923450698896,543.0,174.0,45.637049700747646,-9.211239967219019,60.0493552984852,19.242334847028406,3884.1603553983955,1244.6480696856734
安倍晉三,536,454,22.53086691003621,536.0,454.0,38.570111549952024,-9.211239967219019,59.275238379351876,50.20701161236147,3834.0883066179367,3247.5300209039992
日經,748,491,22.964914805217237,982.0,709.0,38.259207742132226,-9.578651365956626,108.59754494127527,78.40698509507551,3764.6845493257197,2171.1457944966564
沖繩,521,213,27.934258921551518,521.0,213.0,43.91100336260306,-9.211239967219019,57.616416409780456,23.555271967914084,3726.791059231241,1523.6209128910832
三菱,516,235,27.18488871417477,516.0,235.0,43.14039921529143,-9.211239967219019,57.06347575325666,25.988210856618824,3691.025310102342,1680.9902090582375
京都,510,228,27.359776964274847,510.0,228.0,43.28953345826701,-9.211239967219019,56.39994696542809,25.214093937485497,3648.1064111476635,1630.9181602777794
鴻夏戀,572,288,26.07679913083532,631.0,324.0,41.94649567954861,-9.329023002875402,69.78111085330416,35.83055454274255,3614.4998199580587,1774.7263483283357
相安倍,500,452,22.347665498211445,500.0,452.0,38.2338177453991,-9.211239967219019,55.29406565238048,49.98583534975195,3576.5749128898665,3233.2237212524396
日本央行,500,332,24.57371270482974,500.0,332.0,40.4598649520174,-9.211239967219019,55.29406565238048,36.71525959318064,3576.5749128898665,2374.8457421588714
社長,666,359,24.963673757742683,835.0,490.0,40.32774360118683,-9.522322969835413,92.3410896394754,54.188184339332864,3563.7931794053925,1714.5849062691882
日銀,531,160,30.088896959806167,568.0,195.0,45.081968503893044,-9.409065710548939,62.81405858110423,21.564685604428387,3489.6340197357827,888.6907336996044
日本人,481,322,24.661219962646264,481.0,322.0,40.46206713318651,-9.211239967219019,53.19289115759002,35.60937828013303,3440.665066200052,2303.314243901075
首相安倍,471,434,22.453342995254072,471.0,434.0,38.20792916791471,-9.211239967219019,52.08700984454241,47.995248986266255,3369.1335679422546,3104.4670243884048
相安倍晉三,464,436,22.37352598155066,464.0,436.0,38.095141276055045,-9.211239967219019,51.31289292540908,48.21642524887578,3319.0615191617967,3118.7733240399634
對日本,450,370,23.44442852271064,450.0,370.0,39.09858297185456,-9.211239967219019,49.764659087142434,40.91760858276155,3218.91742160088,2646.6654355385017
對日,651,509,22.27692432520762,867.0,689.0,37.87740357355828,-9.514033221682155,95.87990984122776,76.1952224689803,3214.0029648356767,2458.4215306928845
首相安倍晉三,447,422,22.48836714852828,447.0,422.0,38.12779283033051,-9.211239967219019,49.43289469322814,46.66819141060912,3197.4579721235414,3018.629226479048
日本首,439,400,22.810497074010506,439.0,400.0,38.41015747633188,-9.211239967219019,48.54818964279006,44.235252521904386,3140.232773517303,2861.259930311893
食品,1777,483,25.712902919068817,4675.0,1948.0,36.27493698842177,-10.605781797768927,516.9995138497575,215.42567978167435,3070.7982939423264,332.346714249011
在東京,429,338,23.925586470531073,429.0,338.0,39.47450862550999,-9.211239967219019,47.442308329742445,37.37878838100921,3068.701275259506,2417.7646411135497
負利率,613,264,26.96791427796619,821.0,405.0,41.708497246590866,-9.639177931179242,90.79285580120874,44.78819317842819,3003.5436053397793,1072.9125878898546
國日本,414,394,22.72789696114758,414.0,394.0,38.19844990122119,-9.211239967219019,45.78348636017103,43.57172373407582,2961.4040278728103,2818.341031357215
到日本,413,341,23.73474022844234,413.0,341.0,39.19996803289146,-9.211239967219019,45.67289822886627,37.710552774923485,2954.25087804703,2439.2240905908893
本的,1060,862,19.532569399173767,2118.0,1847.0,33.69664829492292,-9.973302676754566,234.2256621034837,204.2562785198935,2911.30891040947,2118.0587753847885
日本首相,400,366,23.1320059806624,400.0,366.0,38.52680895692695,-9.211239967219019,44.235252521904386,40.475256057542516,2861.259930311893,2618.0528362353816
海道,401,176,28.260891406591643,402.0,177.0,43.637100755875394,-9.216905704754696,44.4564287845139,19.57409924094269,2859.5036005090665,1250.0734836932404
於日本,396,364,23.13700779294465,396.0,364.0,38.509680507478286,-9.211239967219019,43.792899996685335,40.254079794932984,2832.647331008775,2603.7465365838234
北海道,394,169,28.472868756609984,394.0,169.0,43.83439237133697,-9.211239967219019,43.57172373407582,18.689394190504604,2818.341031357215,1208.8823205567749
本東,395,324,23.941042851405534,397.0,326.0,39.29361658926064,-9.217393832793396,43.903488127990094,36.05173080535207,2807.721342990604,2299.867548103526
日本東,390,320,23.98387876586108,390.0,320.0,39.322933384527175,-9.211239967219019,43.129371208856774,35.388202017523504,2789.7284320540966,2289.0079442495153
亞洲,2279,1127,19.06892768690133,7235.0,4058.0,30.69555825991875,-10.492370973565002,800.1051299899456,448.76663683472,2733.553322635915,1025.0327389642916
九州,393,189,27.68248810401635,404.0,198.0,42.883074116355736,-9.257759982853912,44.67760504712342,21.896449998342668,2715.644464329216,1275.2567847879413
日本首相安倍,378,356,23.136951558073445,378.0,356.0,38.407189872729,-9.211239967219019,41.80231363319964,39.3693747444949,2703.89063414474,2546.521337977585
市場,8523,3125,11.699316149621188,44255.0,18407.0,18.630919621751296,-10.984536711081239,4894.0777508921965,2035.595732926735,2690.8188550271598,583.0242409729756
和日本,374,340,23.41987125884123,374.0,340.0,38.66668443227688,-9.211239967219019,41.3599611079806,37.599964643618726,2675.27803484162,2432.0709407651098
日本大,372,310,24.040856785804486,372.0,310.0,39.27586326871408,-9.211239967219019,41.13878484537107,34.2823207044759,2660.9717351900617,2217.476445991717
及日本,370,346,23.262563155382338,370.0,346.0,38.48569929953108,-9.211239967219019,40.91760858276155,38.263493431447294,2646.6654355385017,2474.989839719788
下雪,565,107,33.297531577333864,790.0,216.0,46.322998924163024,-9.913689540441277,87.36462373076115,23.88703636182837,2611.3035565393347,289.1846698805504
本首相安倍晉,365,347,23.196869703627964,365.0,347.0,38.39004698417222,-9.211239967219019,40.36466792623775,38.37408156275205,2610.8996864096025,2482.142989545567
本縣,369,176,27.92484281193425,375.0,181.0,43.048666341780795,-9.239253003446693,41.47054923928536,20.016451766161733,2586.7885302563704,1215.543474131116
熊本縣,353,160,28.400166113969334,355.0,161.0,43.51272498722086,-9.217470516969655,39.25878661319014,17.804689140066515,2507.2998293929986,1135.6281635410562
天布,356,142,29.255668984795577,368.0,154.0,44.0475247910205,-9.292365512031388,40.696432320152034,17.030572220933188,2442.8760489260762,917.0189748663446
日清,367,315,23.88334941460052,390.0,337.0,38.96235215289113,-9.278750258745747,43.129371208856774,37.26820024970444,2432.036017534856,2069.725719935993
沖之鳥礁,390,152,29.169760352888268,438.0,191.0,43.63290655576477,-9.439632874419372,48.4376015114853,21.122333079209344,2408.560052949027,810.9408953260667
為日本,336,288,24.189015690062533,336.0,288.0,39.19990253183871,-9.211239967219019,37.15761211839968,31.849381815771157,2403.45834146199,2060.1071498245633
普的,964,488,23.77797301664209,2048.0,1208.0,37.227832323894404,-10.117645939860632,226.48449291215044,133.59046261615123,2401.6175067934073,940.2326912329128
慰安婦,398,88,33.07318717428837,456.0,109.0,47.876218552068224,-9.425251034969955,50.428187874970995,12.054106312218945,2395.607886672369,478.4907830279453
日本國,333,270,24.596579790333482,333.0,270.0,39.587718136438475,-9.211239967219019,36.8258477244854,29.858795452285456,2381.998891984651,1931.3504529605284
駐日,408,212,27.026006903250607,481.0,271.0,41.69942147840314,-9.456772513426708,53.19289115759002,29.969383583590222,2366.633618619299,1105.6331946407236
日媒,334,278,24.408533276471328,337.0,281.0,39.384804541532986,-9.221973522862127,37.26820024970444,31.07526489663783,2362.5976138664705,1962.0693502909571
日清晨,347,299,24.04658473759647,363.0,314.0,39.048446304640386,-9.260189379736586,40.143491663628225,34.72467322969494,2345.608535933703,2011.291737076055
赴日,357,237,25.744601827492836,384.0,260.0,40.67864140360752,-9.303861457099416,42.465842421028206,28.75291413923785,2329.6779398146246,1508.2592518967945
日本經,322,275,24.350914635637803,322.0,275.0,39.26808765332054,-9.211239967219019,35.60937828013303,30.411736108809265,2303.314243901075,1967.1162020894267
本大,425,352,23.607635701186062,531.0,453.0,38.53652664843413,-9.463500917103955,58.72229772282807,50.09642348105671,2284.6407648876907,1819.4067197111385
軟銀,376,94,32.34694227556183,428.0,125.0,46.48339964447101,-9.496258922251316,47.33172019843769,13.82351641309512,2282.2504167360403,465.02411747214194
鴻海與,340,218,26.13263284481896,361.0,238.0,40.926216358939854,-9.299015578101404,39.92231540101871,26.31997525053311,2255.545949421259,1395.9447734363678
資夏普,313,185,26.92331533278565,313.0,185.0,41.77806690256557,-9.211239967219019,34.614085098390184,20.458804291380776,2238.935895469056,1323.3327177692508
斯晴天,313,140,28.80357257776846,313.0,140.0,43.65832414754838,-9.211239967219019,34.614085098390184,15.482338382666535,2238.935895469056,1001.4409756091625
示日本,313,290,23.89072768308999,313.0,290.0,38.745479252869906,-9.211239967219019,34.614085098390184,32.07055807838068,2238.935895469056,2074.413449476123
對夏普,304,196,26.418911646860643,304.0,196.0,41.20942046693817,-9.211239967219019,33.61879191664733,21.67527373573315,2174.5575470370386,1402.0173658528274
導日本,302,282,23.951747901208282,302.0,282.0,38.727722394538304,-9.211239967219019,33.39761565403781,31.18585302794259,2160.25124738548,2017.188250869885
共同社,311,265,24.475626310387806,320.0,274.0,39.25662975821815,-9.244638247620866,35.388202017523504,30.3011479775045,2146.5307321778796,1817.8701078114643
面板,1824,444,26.508406627446266,5850.0,1422.0,40.18045031442561,-10.37523501514998,646.9405681328516,157.25632271537006,2141.570608481153,522.8529768658752
報導日本,297,278,23.987784693082208,297.0,278.0,38.72699802362589,-9.211239967219019,32.844674997514005,30.743500502723546,2124.4854982565807,1988.575651566766
福岡,347,150,28.771305678380322,393.0,170.0,43.77728113959653,-9.336403110173025,43.46113560277106,18.799982321809363,2119.9593826003206,915.6096183552617
和日,467,414,22.763731365607047,662.0,586.0,37.77510919092753,-9.558693782970717,73.20934292375175,64.80464494458992,2118.187042903136,1881.615061644645
日本媒體,296,248,24.73968626308447,296.0,248.0,39.4714731363101,-9.211239967219019,32.734086866209246,27.425856563580716,2117.332348430801,1773.981156793374
東京都,294,122,29.455999220558024,294.0,122.0,44.1728576128227,-9.211239967219019,32.51291060359972,13.491752019180836,2103.0260487792416,872.6842787451276
對夏,306,198,26.376442391378397,317.0,209.0,41.032266822011145,-9.265307188489295,35.05643762360923,23.11291944269504,2094.0637146704817,1323.307123606316
導日,394,366,23.08200089834296,498.0,469.0,37.9463576357165,-9.459209402263932,55.07288938977095,51.86583358193289,2085.8100524490424,1902.6065464712499
全球,4758,2157,14.530527053608148,22460.0,11603.0,22.635836784502693,-10.893785285177408,2483.809429104931,1283.1540875291414,2082.262307302621,595.1013102506174
日本經濟,291,248,24.67668965906773,291.0,248.0,39.37096382763564,-9.211239967219019,32.18114620968544,27.425856563580716,2081.566599301903,1773.981156793374
三井,289,124,29.272002274910957,289.0,124.0,43.95109057289209,-9.211239967219019,31.959969947075916,13.712928281790358,2067.260299650343,886.990578396687
自民黨,293,117,29.720529045488764,297.0,120.0,44.350598994428815,-9.236557775203309,32.844674997514005,13.270575756571315,2060.632146071527,810.8008010538038
導鴻,318,230,25.514306246881038,344.0,251.0,40.275847928787364,-9.298613597427607,38.04231716883777,27.757620957495,2060.2400171458353,1473.5405438169614
本經,332,283,24.265703109690214,373.0,321.0,39.04975518867575,-9.337234192705797,41.24937297667584,35.49879014882827,2049.3869606758967,1725.6038479332706
報導日,384,357,23.169996040544238,484.0,457.0,37.98244944943959,-9.458187576333584,53.5246555515043,50.53877600627576,2040.4419638583258,1858.3450022626007
韓國,1206,723,21.272459053877164,3211.0,1756.0,35.774566390317204,-10.098624519255317,355.0984896195874,194.19275857116023,2038.9649675596072,1439.9975603884773
報導鴻,313,227,25.543081339230017,338.0,247.0,40.281858361979616,-9.295678286365593,37.37878838100921,27.315268432275957,2032.3572695822475,1459.7693637950324
本熊,283,160,27.4860079781572,284.0,161.0,42.099829533671276,-9.217470516969655,31.407029290552114,17.804689140066515,2015.4412671384607,1135.6281635410562
本經濟,295,251,24.646767025536327,308.0,264.0,39.28516304748428,-9.261736131233551,34.061144441866375,29.19526666445689,1999.0252076291538,1685.1135595190697
中日,417,205,27.34625675635466,571.0,342.0,40.98646831303073,-9.723040725143216,63.145822975018504,37.82114090622825,1982.91466796724,738.9721795328676
董事長郭台銘,404,378,22.939056030621362,541.0,505.0,37.84281064404677,-9.50090420087479,59.828179035875685,55.847006308904284,1979.9071984913785,1858.3368778997203
北韓,1658,284,29.9706501259216,5276.0,915.0,43.97129584000906,-10.381189794333334,583.4629807639188,101.18814014385629,1978.9255595908132,330.27760028546646
知事,283,107,30.159770182410288,289.0,113.0,44.570359926336316,-9.265798951469453,31.959969947075916,12.496458837437988,1971.8759683858516,714.6760060944644
廣島,290,79,32.29417685922185,302.0,85.0,46.77524101255271,-9.284443371242313,33.39761565403781,9.399991160904682,1971.5414517644529,515.3367856928849
購夏普,274,185,26.392228089729066,274.0,185.0,40.953955975019504,-9.211239967219019,30.3011479775045,20.458804291380776,1959.963052263647,1323.3327177692508
投資夏普,274,167,27.06916119268775,274.0,167.0,41.63088907797819,-9.211239967219019,30.3011479775045,18.46821792789508,1959.963052263647,1194.5760209052157
導鴻海,303,223,25.539497440261364,329.0,244.0,40.20557449374834,-9.301236421052103,36.383495199266356,26.983504038361673,1953.7529377769345,1423.9242847946973
護漁,446,121,31.35109921003069,652.0,204.0,45.59133896500053,-9.733569415466494,72.10346161070414,22.559978786171236,1938.8614401662007,429.5410854960148
高橋,277,140,28.28188887986923,282.0,143.0,42.84254453934553,-9.232442174869622,31.18585302794259,15.814102776580816,1937.5642794654257,975.2141671941297
報導鴻海,299,219,25.610222602721716,324.0,239.0,40.25536834107198,-9.298631789334028,35.83055454274255,26.430563381837867,1932.9356719740915,1403.0343350500982
夏普社,270,179,26.55108765824533,270.0,179.0,41.080433452476186,-9.211239967219019,29.858795452285456,19.79527550355221,1931.3504529605284,1280.4138188145723
鴻海與夏普,269,169,26.91526760055449,269.0,169.0,41.436442912284505,-9.211239967219019,29.748207320980697,18.689394190504604,1924.1973031347482,1208.8823205567749
國日,444,422,22.467045622480054,653.0,621.0,37.272105442048094,-9.597565735116486,72.21404974200891,68.67522954025655,1914.0983410161562,1817.8081712453788
自衛隊,282,121,29.32700473484261,295.0,128.0,43.87426314310496,-9.267479685541895,32.62349873490448,14.155280807009403,1906.2529095533039,806.4689196258224
蓮舫,266,41,36.19387632994623,266.0,41.0,50.690356700512275,-9.211239967219019,29.416442927066417,4.534113383495199,1902.7378536574092,293.2791428569692
表示日本,266,252,24.239188336187254,266.0,252.0,38.73566870675329,-9.211239967219019,29.416442927066417,27.86820908879976,1902.7378536574092,1802.5937560964933
廢鋼,353,51,36.25092988712357,442.0,85.0,49.430196911468954,-9.722065590985009,48.87995403670435,9.399991160904682,1892.166311925464,184.10237901183882
鴻海董事,366,328,23.594763205604785,473.0,429.0,38.313513747253424,-9.479683277762891,52.308186107151926,47.442308329742445,1881.2075399022674,1659.1228615660957
夏普社長,262,177,26.503862764911805,262.0,177.0,40.96697973193695,-9.211239967219019,28.974090401847373,19.57409924094269,1874.12525435429,1266.1075191630125
海與,379,253,25.515220851414494,511.0,372.0,39.75870309311582,-9.596744332764645,56.51053509673285,41.13878484537107,1840.3551620166536,1091.0670953336737
日圓的,277,208,25.65946911666819,296.0,226.0,40.092965694081244,-9.294236886789987,32.734086866209246,24.992917674875976,1822.7432634046218,1340.0433121428637
為日,470,399,23.04809713838309,748.0,657.0,37.51950660886453,-9.709962568813765,82.7199222159612,72.65640226722795,1813.176978779492,1465.805358617472
導夏普,252,189,25.918522744501022,252.0,189.0,40.29595020228725,-9.211239967219019,27.86820908879976,20.90115681659982,1802.5937560964933,1351.94531707237
董事長郭,415,385,22.89810775421453,608.0,556.0,37.73567964900225,-9.578764927181817,67.23758383329466,61.48700100544709,1798.677037502624,1702.159136191693
萬日,267,143,27.985236483737783,283.0,152.0,42.459766847762495,-9.272275857805388,31.296441159247355,16.809395958323666,1775.1592702667604,947.3313965525257
導夏,254,191,25.881087618511444,265.0,201.0,40.201343658766646,-9.262271447231464,29.305854795761654,22.22821439225695,1722.7772143457516,1281.4306680049012
海董事長郭台,334,316,23.53588240090255,432.0,410.0,38.148471837404955,-9.471654913330461,47.77407272365674,45.341133834952,1714.8481754756244,1615.6680620385926
鴻海董事長郭,334,316,23.53588240090255,432.0,410.0,38.148471837404955,-9.471654913330461,47.77407272365674,45.341133834952,1714.8481754756244,1615.6680620385926
到日,713,577,21.598740880584174,1548.0,1273.0,35.58230659453733,-10.002529299268327,171.19042725976996,140.7786911509607,1714.8015681244644,1351.6891564925618
在東,615,472,22.66757131298351,1238.0,1003.0,36.565384381999976,-9.9650117695954,136.90810655529407,110.91989569867525,1669.5275709275045,1175.4324226597043
萬日圓,243,123,28.563338380392032,252.0,127.0,42.891789564123904,-9.243242698305192,27.86820908879976,14.044692675704642,1660.7341832834534,845.2487546891839
晴天布,232,124,28.30735562511702,232.0,124.0,42.50270067876213,-9.211239967219019,25.65644646270454,13.712928281790358,1659.5307595808983,886.990578396687
自衛,309,130,29.2476516507117,388.0,186.0,43.07077364968461,-9.569452190476637,42.90819494624725,20.569392422685535,1650.1474556425487,582.1784926196051
報導夏普,230,174,26.08828626701551,230.0,174.0,40.264566764273575,-9.211239967219019,25.435270200095022,19.242334847028406,1645.2244599293383,1244.6480696856734
的夏普,230,179,25.905892218493896,230.0,179.0,40.08217271575195,-9.211239967219019,25.435270200095022,19.79527550355221,1645.2244599293383,1280.4138188145723
輻射,409,177,28.300973534731273,634.0,326.0,41.9273519476104,-9.821987616011898,70.11287524721845,36.05173080535207,1637.9942046060007,551.0530048121203
美日,407,255,25.72217913720172,632.0,452.0,39.47539154118876,-9.783658601892824,69.89169898460892,49.98583534975195,1625.9728732379076,840.8543623038121
日本東京,227,200,25.140332131584405,227.0,200.0,39.28770268392285,-9.211239967219019,25.103505806180735,22.117626260952193,1623.7650104519996,1430.6299651559466
首相,703,512,22.46143641930563,1565.0,983.0,37.788999813045116,-9.863524462326678,173.0704254919509,108.70813307258003,1622.6074047026739,1496.1560403324447
訪日,253,148,27.53188423762495,276.0,167.0,41.676672470050576,-9.332021505871658,30.522324240114024,18.46821792789508,1621.6430905504349,908.5057709565168
出日本,226,212,24.748938943072208,226.0,212.0,38.886587879144415,-9.211239967219019,24.992917674875976,23.444683836609325,1616.6118606262198,1516.4677630653032
地震,1616,534,24.58306837290296,5581.0,2018.0,36.615033038572065,-10.540706329172378,617.1923608118709,223.1668489730076,1616.3788851635702,432.9372764010082
日本海,225,157,26.65885971313569,225.0,157.0,40.786743921420324,-9.211239967219019,24.882329543571217,17.36233661484747,1609.45871080044,1123.0445226474183
虎航,446,80,34.288954948418215,752.0,143.0,49.16922458904286,-9.792057962805044,83.16227474118024,15.814102776580816,1583.064139127063,260.51616462720904
美國日本,221,210,24.723348028949125,221.0,210.0,38.8117344516042,-9.211239967219019,24.439977018352174,23.2235075739998,1580.8461114973206,1502.161463413744
簽約,649,322,25.69073306450453,1401.0,833.0,38.65351308528429,-10.161722063841454,154.9339719579701,92.11991337686588,1575.5178608049027,573.6528866421036
本海,228,159,26.632508344356605,235.0,165.0,40.74213676504564,-9.248281238899368,25.988210856618824,18.247041665285558,1570.2798156463507,1085.731903471478
報導夏,232,176,26.04969253564223,243.0,186.0,40.175400832942096,-9.266502645894068,26.872915907056914,20.569392422685535,1565.7817251392416,1174.4962260143889
日本食,218,122,28.137867451240997,218.0,122.0,42.19615851920167,-9.211239967219019,24.10821262443789,13.491752019180836,1559.3866620199817,872.6842787451276
日本核,217,147,26.928317836275,217.0,147.0,40.976485012803785,-9.211239967219019,23.997624493133127,16.25645530179986,1552.2335121942024,1051.5130243896208
出鴻,278,204,25.802124133669572,338.0,256.0,40.03766763654985,-9.438297417854365,37.37878838100921,28.310561614018805,1548.968545765044,1090.2919970721064
釣魚台,427,143,29.98000829572809,713.0,358.0,41.8792875078239,-10.128928323359812,78.84933762029458,39.59055100710442,1537.2213308768542,270.1026853376036
日本與,214,192,25.169443262509688,214.0,192.0,39.18695645199246,-9.211239967219019,23.665860099218843,21.232921210514103,1530.7740627168632,1373.4047665497092
台灣虎,379,80,33.50284233659865,584.0,138.0,47.80065296107044,-9.756467017702342,64.5834686819804,15.261162120057012,1530.6975172369107,274.626342153679
日圓約,220,175,25.871519716581656,225.0,178.0,39.98128114559472,-9.22823754358759,24.882329543571217,19.68468737224745,1530.0378229328542,1225.4625069975061
輸台,254,126,28.600563244155946,291.0,153.0,42.59411773642063,-9.405395981659977,32.18114620968544,16.919984089628425,1528.957470198508,703.218738739855
魚台,429,145,29.901783279346727,725.0,370.0,41.72151249946104,-10.148009230436715,80.17639519595168,40.91760858276155,1517.6275632137017,264.7550670323192
機器人,903,226,29.589191261651624,2419.0,720.0,42.49561909762311,-10.369956179956834,267.51268962621674,79.6234545394279,1509.6260375923775,269.0927338547108
向日,247,185,25.978214687684183,280.0,211.0,40.21561172100797,-9.34274227561676,30.96467676533307,23.33409570530456,1507.2419854018458,1120.0718871432477
台灣虎航,375,76,33.80690837402109,580.0,134.0,47.97265121883871,-9.7783464268836,64.14111615676136,14.818809594837969,1506.572561476663,252.59370770892332
出鴻海,265,194,25.94638689837348,318.0,239.0,40.144398401310646,-9.419845360087201,35.167025754913986,26.430563381837867,1502.066066618137,1062.3881028515455
與鴻,266,189,26.13314219827623,321.0,239.0,40.20014265052601,-9.445956504090887,35.49879014882827,26.430563381837867,1496.6934794144702,999.9341043372376
日本外,209,170,25.847812408669192,209.0,170.0,39.81326779512335,-9.211239967219019,23.11291944269504,18.799982321809363,1495.0083135879643,1216.0354703825549
央行,1612,680,22.549119998585486,5757.0,2415.0,34.99858664292103,-10.47860173513554,636.6558719215088,267.07033710099773,1494.2077975438422,638.4494375255223
日經指,271,224,25.085370500324522,333.0,283.0,39.267565653561675,-9.445040813007216,36.8258477244854,31.296441159247355,1489.1044465351051,1186.5458248411417
