,tf,df,tfidf,all_tf,all_df,all_tf-idf,midf,tf_ev,df_ev,tf_chi,df_chi
晴時,2575,358,43.93110618603442,3754.0,567.0,46.82508598917159,-11.302304987258111,2121.488857215464,320.4273260631775,96.94717741750884,4.4056973670355495
強化,2390,1820,29.285913280052277,3459.0,2698.0,32.13874089717615,-11.23615292662792,1954.7762272531406,1524.7141547062658,96.90098013427514,57.18693576871323
晴時多雲,2571,354,44.02285460102835,3748.0,561.0,46.915153173390934,-11.302902662319982,2118.098091860298,317.03656070801156,96.84166148151739,4.309584488430227
統在,563,502,33.908194375462166,660.0,596.0,37.63308470062288,-11.01411921730468,372.9841890682489,336.8160252798126,96.80305348665672,81.0108292255146
前提,996,844,32.43955675253749,1292.0,1122.0,35.84229259668928,-11.127194261417744,730.1448064790569,634.0731214160231,96.80132392215465,69.50191210375777
談到,933,798,32.61066641358667,1198.0,1040.0,36.12450372146277,-11.107346064616669,677.0228159147912,587.7326615620891,96.78302892001744,75.22527928982944
望透,727,684,32.74258077506188,895.0,850.0,36.39515306520253,-11.05975710179287,505.7891654789132,480.35842531516903,96.74828297909782,86.33114098687598
都可,1501,1330,30.34189953363479,2062.0,1862.0,33.522547290620274,-11.178950906552272,1165.2930270586805,1052.2675152198174,96.7131606080988,73.30391938029267
宣示,790,614,33.92944096773215,987.0,784.0,37.489999514608975,-11.086892762134324,557.7809009247903,443.0600064083441,96.67901838498634,65.95152120813277
臨時,2002,1307,31.543079490096368,2845.0,1926.0,34.47011342166229,-11.230189548664908,1607.7879059078305,1088.4356790082534,96.65651455487583,43.8890081719023
比照,713,568,34.065370598260145,875.0,710.0,37.68879606434565,-11.065622221245269,494.48661429502687,401.24056702796463,96.5609550428847,69.30682181798586
金融期,562,123,44.21111392259007,659.0,187.0,46.308206139468076,-11.261402931413228,372.4190615090546,105.67885356933719,96.50669354429324,2.83899856536213
會責,552,333,36.81885953317991,645.0,402.0,40.458915152704016,-11.030788268569635,364.50727568033415,227.1812787961152,96.44120712597018,49.28928042206696
幹事,571,453,34.7280709751827,672.0,535.0,38.534502639735315,-11.008853291344032,379.76571977858066,302.3432441689593,96.29765939149668,75.0718215646642
現行,1356,1070,31.75747439396101,1840.0,1458.0,35.1634056848198,-11.15188565504371,1039.8347089175422,823.9559813053135,96.13113548528607,73.47195785814593
交所,1387,698,35.36279132609927,1888.0,980.0,38.663693328194476,-11.181812138833305,1066.9608317588695,553.8250080104301,95.99702834416928,37.53248411418986
滿意度,513,209,39.822562774351866,591.0,269.0,42.95088312707586,-11.094855797568087,333.99038748384106,152.01931342327111,95.9442025101268,21.357803621407434
及民,584,538,33.56709922339778,691.0,635.0,37.38583771712346,-11.008245108661965,390.50314340327265,358.85600008839094,95.87895550983853,89.43022464839869
的產業,838,679,33.41235888778574,1059.0,878.0,36.92241573810266,-11.099504136007479,598.4700851867811,496.1819969726098,95.86875185669707,67.3591997187432
示今天,767,706,32.73172725446448,955.0,888.0,36.354209950736276,-11.071835175429987,539.6968190305722,501.833272564553,95.73288975767277,83.06354893265492
規定,5446,3357,26.154467903073996,8442.0,5189.0,28.706003461676964,-11.277971952318763,4770.806854718419,2932.446904659308,95.55737578945455,61.4658463131845
軍公,664,253,39.809048637396955,806.0,311.0,43.640187619258214,-11.048882093382772,455.49281271061903,175.7546709094324,95.44661504669982,33.94982810661597
感動,673,521,34.45433735106155,819.0,631.0,38.27739447704579,-11.034034490718906,462.83947098014517,356.59548985161365,95.4271420809742,75.79692880686208
今天說,1184,1160,30.580661687597452,1579.0,1547.0,34.03625875769772,-11.130376236403714,892.3364159678257,874.2523340736076,95.33136239680307,93.39606587256364
高元,572,545,33.37753219650252,675.0,627.0,37.364924476220544,-10.982639415900735,381.46110245616364,354.3349796148364,95.17371822043805,102.59543113127265
捐款,920,400,37.95614717562405,1182.0,544.0,41.29724510116545,-11.14996336967902,667.9807749676821,307.42939220170814,95.08311042179764,27.874099372134012
再生,922,449,37.06225883345324,1185.0,596.0,40.572802674870154,-11.125696449254155,669.676157645265,336.8160252798126,95.07180551944103,37.365336680653336
國定假日,600,278,38.57393450548278,715.0,329.0,42.53445548766295,-11.010915307005794,404.0662048239363,185.92696697493014,95.00931192407783,45.59555586994909
會前,1050,965,31.590274724245496,1377.0,1258.0,35.18069529752359,-11.10762900585246,778.1806490105738,710.9304694664501,94.9467963078441,90.79836793882801
讓大,853,748,32.73909560692357,1083.0,962.0,36.296497773211755,-11.094090142622289,612.0331466074448,543.6527119449324,94.87235251190052,76.80972285794554
交通部長,554,478,34.192144257666676,650.0,566.0,37.942557194119225,-11.011462015642786,367.3329134763057,319.8621985039831,94.85836937803283,78.18230593973183
很好,1079,923,32.053714634594,1421.0,1234.0,35.47427701587503,-11.13286563989354,803.0462616151236,697.3674080457865,94.82699735807434,73.00322034641749
邀請函,575,282,38.246927962655285,680.0,321.0,42.43770199025802,-10.972012722122962,384.2867402521352,181.40594650137558,94.64689679324542,55.78187371717376
變成,1653,1357,30.52490912805768,2304.0,1936.0,33.612815329718785,-11.197826277932712,1302.0538963837053,1094.0869546001968,94.59145123372363,63.178954059148005
天說,1268,1231,30.356303323659173,1709.0,1660.0,33.76291460685489,-11.141469425097194,965.8029986630868,938.1117482625654,94.55657907817253,91.44276059295358
請函,579,286,38.17929856587511,686.0,326.0,42.3708645370666,-10.973384240477914,387.6775056073011,184.23158429734718,94.41945000988197,56.21625886857818
保障,2667,1728,30.112803205135087,3911.0,2474.0,33.37378136089847,-11.201350273519491,2210.213884008972,1398.125581446739,94.40423719703769,77.83072812618967
望透過,716,675,32.7771153628426,883.0,840.0,36.42425414438307,-11.061167870895888,499.00763476858145,474.7071497232258,94.35864962379118,84.50941995582814
是有,1777,1579,29.502187655161677,2499.0,2273.0,32.509193861173785,-11.20678747952796,1412.253770426597,1284.5349420486814,94.20389930899357,67.50277280583879
停電,722,260,40.04671792758725,892.0,343.0,43.45209655090308,-11.119527486081472,504.09378280133024,193.83875280365055,94.19501115439772,22.582226553069425
偵辦,641,413,35.96457088124344,775.0,517.0,39.52810588823797,-11.067073951478456,437.9738583755952,292.1709481034616,94.1143253064752,49.969580743689924
會責任,539,322,36.94374727087342,630.0,389.0,40.576218041349506,-11.031506468005096,356.03036229241934,219.83462052658908,94.03099248975523,47.480077241444334
雨或雷雨日偏,1032,187,44.55009183658653,1352.0,271.0,47.704998787507066,-11.213488873956173,764.0524600307159,153.14956854165976,93.9672181314681,7.481912752526598
配套,809,594,34.28939665695091,1020.0,761.0,37.88222483223114,-11.0902327084301,576.4301103782028,430.0620725468748,93.83401835689438,62.49247672194302
小企業,975,491,36.62207676648738,1267.0,632.0,40.43122421098954,-11.094923936283395,716.016617499199,357.16061741080796,93.67435164538095,50.15385084087398
的方,2927,2476,27.19739827351191,4332.0,3733.0,29.885640655465075,-11.253046515041156,2448.132586429779,2109.6211784723832,93.6689463023944,63.62916822875576
是希望,842,778,32.380057793685424,1069.0,997.0,35.952393551734424,-11.090502915714506,604.1213607787244,563.4321765167335,93.66701903211141,81.71232100902007
局部雨日東北,871,152,45.208424425565404,1112.0,223.0,48.1316621170775,-11.2257699205449,628.4218458240799,126.02344570033256,93.63799376871003,5.354411391735105
第條,1482,904,33.500521411083106,2041.0,1253.0,36.89773696245278,-11.168945264434951,1153.4253483155999,708.1048316704786,93.60059746145316,54.19383579733793
的精神,645,564,33.667081265313676,782.0,684.0,37.429880931755754,-11.03538233605555,441.9297512899555,386.5472504889125,93.31240042289636,81.46346473611251
區月,775,147,44.784907115828474,971.0,263.0,46.01752898126257,-11.424200115330088,548.7388599776813,148.62854806810523,93.29410985451537,-0.017844275844732027
之旅,622,462,34.986208139875586,749.0,559.0,38.756776639789564,-11.03306325200442,423.2805418365431,315.9063055896229,93.2937358316542,67.56233468222912
社會大眾,608,503,34.24900206869834,729.0,613.0,37.91902510568829,-11.04025343576753,411.97799065265673,346.423193786116,93.26864303526875,70.76978875518571
希望透過,640,603,33.133108117453084,775.0,736.0,36.82521228450411,-11.04179159193275,437.9738583755952,415.93388356701695,93.18949320633317,84.13291943713463
新聞稿,1044,813,32.93026767025618,1372.0,1076.0,36.45033141546357,-11.122753301104979,775.3550112146022,608.0772536930845,93.08011034384262,69.0592053870244
定假,630,291,38.488082831810935,761.0,355.0,42.30399728436679,-11.041273192234982,430.0620725468748,200.62028351398232,92.95210479155669,40.71618786005568
愛心,627,379,36.497414665818944,757.0,457.0,40.34788057630703,-11.029625855742838,427.80156231009755,258.26329455180263,92.75332554614508,56.4437624316019
故事,1299,791,34.059496438721354,1761.0,1097.0,37.39287268971829,-11.169515162438636,995.1896317411914,619.9449324361651,92.74688654067144,47.19747611176895
實踐,599,477,34.572568275316726,717.0,579.0,38.268374116323294,-11.036264656615712,405.1964599423249,327.20885677350924,92.6953116624787,68.57206375874479
社會責任,532,316,37.014367717053425,622.0,382.0,40.64154639250529,-11.032157064950722,351.5093418188648,215.87872761222891,92.67713205598521,46.43472423347008
綠島,527,362,35.978706889680225,615.0,437.0,39.581361613743525,-11.030767653200877,347.5534489045046,246.96074336791628,92.65068380580496,53.5875879946906
本工,610,207,40.84637870950857,733.0,266.0,44.28897519923374,-11.09325618544739,414.23850088943396,150.3239307456882,92.51328510443064,21.368366368451188
小企,1000,502,36.564500015027335,1307.0,646.0,40.40640114004266,-11.094678054021932,738.6217198669716,365.07240323952846,92.49471480151476,51.35739263834944
管會,4459,1565,32.785617172841164,6833.0,2308.0,36.064956214040755,-11.230974194584796,3861.516611974764,1304.3144066204825,92.44720011279536,52.10168518471685
陰陣雨,660,59,50.68456213519927,805.0,70.0,55.10247947383593,-11.013436468074698,454.9276851514247,39.55892914360215,92.44250391873845,9.554233247100127
社會大,628,521,34.13691204790205,759.0,640.0,37.79149232661583,-11.04819680453141,428.93181742848617,361.68163788436254,92.38797333781979,70.1786816043027
會國,564,515,33.72886629287784,668.0,617.0,37.43374163516537,-11.02318079317271,377.5052095418034,348.68370402289327,92.13199179492439,79.33009196704083
額新,535,529,33.290811344476964,627.0,607.0,37.23936051482017,-10.980019029132258,354.3349796148364,343.03242843095006,92.11579851995201,100.8182749178514
物館,1075,432,38.097306136134755,1421.0,584.0,41.653047508572996,-11.143954064515176,803.0462616151236,330.03449456948084,92.09785208732603,31.50265947583367
聯繫,1335,1026,32.04130390346118,1818.0,1443.0,35.20170567937972,-11.183535202974214,1027.4019026152673,815.4790679173987,92.09306433427805,54.34727216004569
偏北風至,1320,268,42.98549188700859,1795.0,396.0,46.130705872136176,-11.232905900674682,1014.4039687537982,223.7905134409493,92.06286370129101,8.733519002942925
基本工資,554,173,41.62871876465945,654.0,213.0,45.2869448618922,-11.050479241142705,369.593423713083,120.37217010838941,92.00863217810225,23.00937564394102
人陳,683,642,32.950169337278105,839.0,786.0,36.698817036251825,-11.044847158670304,474.1420221640315,444.19026152673274,92.00124196255864,88.08993808277695
院的,1157,942,32.16983392448345,1546.0,1268.0,35.609629172845786,-11.139669530351867,873.6872065144132,716.5817450583933,91.87056689639486,70.91080677303397
會等,709,664,32.85887485958236,877.0,821.0,36.57026343708304,-11.054719629907053,495.6168694134155,463.96972609853384,91.87007793504071,86.23862339802349
場公,653,395,36.387345444383094,796.0,513.0,39.725849541066324,-11.103868750200707,449.84153711867594,289.91043786668433,91.75088922349495,38.093889101193824
還沒,1456,1269,30.619718351960845,2006.0,1761.0,33.895446373723594,-11.170131310712877,1133.6458837437988,995.1896317411914,91.66193584556815,75.33450447514468
雨日東北風,873,194,43.32559135872565,1119.0,257.0,47.03125158057103,-11.12369659576295,632.3777387384401,145.23778271293932,91.55773372119634,16.37145507412572
經營,5102,2974,27.132109332997647,7897.0,4674.0,29.55777682819993,-11.294586058009761,4462.812334957517,2641.4062116742352,91.54784931066355,41.878688534910665
自行,2158,1381,31.340363912864408,3109.0,2067.0,34.172905242331616,-11.245769076203535,1756.9815815351299,1168.1186648546523,91.52957187380184,38.796112258770215
救災,949,494,36.44865026710832,1233.0,667.0,39.858664446137325,-11.14273319865876,696.8022804865923,376.9400819826091,91.27939375190854,36.35332261340807
軍公教,640,239,40.03835103678657,778.0,294.0,43.87000102294093,-11.04959488533823,439.66924105317815,166.14750240312904,91.27864592955596,31.944424859450272
局預,624,504,34.35428894741974,755.0,611.0,38.11898751402626,-11.034999361031286,426.67130719170893,345.29293866772736,91.26138165164521,72.94655782394639
維護,2018,1527,30.2328282499312,2888.0,2172.0,33.449847886356864,-11.194822045766253,1632.0883909531858,1227.4570585700553,91.24981883494871,73.09907351466201
電商,1360,420,39.45142225194693,1859.0,662.0,41.938982332478794,-11.297489514590653,1050.5721325422342,374.1144441866375,91.13663135892445,5.62791484001303
晚上,1404,1113,31.56705608669556,1927.0,1566.0,34.742176573152534,-11.183944195206262,1089.0008065674479,884.9897576982996,91.11516838625305,58.74494042698682
的責任,773,636,33.56391707973704,972.0,804.0,37.21879274877126,-11.076879375769902,549.3039875368756,454.3625575922304,91.09692834433145,72.61197018361
公共,2458,1521,30.96009791265507,3589.0,2311.0,33.690561563863696,-11.260790987946146,2028.2428099484018,1306.0097892980652,91.05972987807313,35.39084551770808
基本工,565,181,41.40890971267713,671.0,227.0,44.964255060248966,-11.068931656146637,379.20059221938635,128.28395593710982,91.03735764118849,21.662734683696158
局說,808,650,33.59065919639512,1024.0,838.0,37.136454723792156,-11.096524407523459,578.69062061498,473.5768946048372,90.8651179071518,65.72346005867576
於民,618,559,33.54046664993583,747.0,682.0,37.228490488550634,-11.041358854619421,422.15028671815446,385.4169953705238,90.86126765606095,78.17781742403449
說不,1198,1105,31.018061333131836,1611.0,1495.0,34.404580077152595,-11.144759541803992,910.4204978620438,844.8657009955032,90.83931023535301,80.09539674628255
消費者,4844,2460,28.784326419338107,7476.0,4014.0,30.90543460915281,-11.332105570360934,4224.89363253671,2268.4220226059865,90.72244831959313,16.179582571772674
政府要,513,458,34.142313455418055,598.0,536.0,37.92208418868151,-10.999743646887676,337.9462803982012,302.9083717281536,90.67655578371117,79.40821517339712
總統的,898,717,33.28646781873921,1158.0,951.0,36.693401885354035,-11.124916891876829,654.4177135470185,537.436308793795,90.664309729751,59.99430755239218
商會,689,387,36.8025250966049,850.0,513.0,40.065384460007216,-11.124329822072047,480.35842531516903,289.91043786668433,90.62255264577587,32.51481093472632
級陣風,2525,307,45.191464853521474,3698.0,509.0,47.74330402836599,-11.348078938894384,2089.8417139005824,287.6499276299071,90.61104135372376,1.3016700675467288
這件事,777,644,33.490866905950064,979.0,825.0,37.049341161141776,-11.090163330161387,553.2598804512357,466.2302363353111,90.48124193438163,67.78215227266223
兼任,734,360,37.66105743969315,916.0,475.0,41.05405109747027,-11.119689442515545,517.6568442219939,268.4355906173003,90.41580648340634,31.23297118061916
規畫,1054,806,33.038586835396664,1393.0,1077.0,36.510003206570076,-11.13232960458082,787.2226899576829,608.6423812522788,90.40660801740908,63.99493508426305
客運,943,347,39.19159584187507,1226.0,448.0,43.05906365838466,-11.097947122399185,692.846387572232,253.17714651905376,90.31847597551068,34.769045928261235
外也,1591,1494,29.580922524631873,2220.0,2094.0,32.787074752907635,-11.180097695668778,1254.5831814113826,1183.3771089528987,90.21026067156863,81.5349390422422
目前,17495,12015,15.600594768461015,28813.0,20351.0,16.816072677480285,-11.369452851473039,16283.02036306584,11500.910957163534,90.21020717230675,22.979705255425646
規範,1783,1249,31.503453373620488,2521.0,1771.0,34.74566975562159,-11.191679797588314,1424.6865767288718,1000.8409073331345,90.11702039831032,61.531193241628536
代表團,691,353,37.50986376532901,854.0,472.0,40.735215381677435,-11.132989598583318,482.61893555194627,266.7402079397174,89.97298867033402,27.89512606200258
施工,779,399,37.16828873511373,983.0,526.0,40.61991883557232,-11.118818465778906,555.5203906880131,297.25709613621046,89.90333499078879,34.82378930961821
就會,2500,2077,28.27046842711714,3661.0,3107.0,31.03879645538816,-11.245211755447993,2068.9319942103925,1755.8513264167414,89.81427429002908,58.73872633326106
人文,614,434,35.389177097995294,743.0,540.0,38.97904235281681,-11.061003275388973,419.8897764813771,305.16888196493085,89.73492803324032,54.38777658881109
文表,888,749,32.89858906723201,1145.0,983.0,36.37578072296386,-11.114348806561006,647.0710552774923,555.5203906880131,89.70692775031978,67.38611191779398
移轉,853,467,36.389332594713856,1093.0,626.0,39.774151108660156,-11.13549978336226,617.6844221993879,353.7698520556421,89.64678267013419,36.241263434411124
綠色,1142,634,35.30140989611365,1529.0,866.0,38.73966386981142,-11.154314624056267,864.0800380081099,489.4004662622781,89.38929482924671,42.72375405944357
示政,642,594,33.259214798181574,784.0,732.0,36.922539043023036,-11.051379864529725,443.0600064083441,413.67337333023966,89.32677397601087,78.60716783464794
人潮,872,599,34.558387387492196,1122.0,794.0,37.99709762806478,-11.124300533062746,634.0731214160231,448.7112820002872,89.27866146777177,50.33681938485945
審會,791,287,39.77067615874065,1002.0,373.0,43.43723319647377,-11.104574873815253,566.2578143127051,210.79257957948005,89.19797440465848,27.551116546586584
文教,568,352,36.55530282868818,678.0,435.0,40.13597841892396,-11.054193525421645,383.15648513374657,245.83048824952766,89.17276964837043,45.85259259580607
成交金額,1467,877,33.71086862728435,2030.0,1080.0,38.1547391580019,-11.05068799767714,1147.2089451644624,610.3377639298617,89.14358555508389,116.50720690797333
會報,765,614,33.787226664345695,964.0,801.0,37.209179323463175,-11.108344688852275,544.7829670633212,452.6671749146475,89.01809441079233,57.49981861381644
小朋友,840,469,36.28416197280851,1075.0,593.0,40.12372667284677,-11.077070300482506,607.5121261338902,335.1206426022297,88.970424078205,53.48426822669463
聽取,595,499,34.20809781417715,717.0,607.0,37.91063120999111,-11.03840136523904,405.1964599423249,343.03242843095006,88.90843672117292,70.91423831972591
深耕,611,513,34.12578017137095,740.0,629.0,37.797834373104855,-11.04633408146073,418.1943938037942,355.46523473322503,88.89167892128047,69.81611657827264
獎學,574,245,39.27201456190744,687.0,297.0,43.08081189821722,-11.034952598189031,388.2426331664954,167.842885080712,88.87689394513147,35.46900650453811
北風級陣風級,791,169,43.83432815947301,1003.0,262.0,46.237056584614,-11.280924458769082,566.8229418718994,148.06342050891092,88.66146670952389,2.9604905741071343
院今,1017,935,31.71376104987969,1341.0,1227.0,35.272047045679614,-11.114259585353283,757.8360568795783,693.4115151314263,88.62860087481687,84.17079143837235
不一樣,679,592,33.53423929396826,839.0,742.0,37.144250745427435,-11.068321278214434,474.1420221640315,419.3246489221828,88.51101383400174,71.10666388557746
災情,915,627,34.415245489852616,1188.0,822.0,37.98777659188315,-11.113272524354318,671.371540322848,464.53485365772815,88.4083146213187,56.82011493472078
一點,1483,1231,30.94003299371221,2057.0,1746.0,34.068167999076984,-11.191979280146153,1162.4673892627088,986.7127183532765,88.38196709434324,60.47988929740286
國安,1963,864,35.023269763747265,2811.0,1348.0,37.614288553025176,-11.287283192599256,1588.5735688952236,761.7919497939386,88.25222517541876,13.713042688033795
工時,918,435,37.2894524882946,1193.0,601.0,40.539061088633396,-11.165727573377582,674.1971781188195,339.6416630757842,88.16384566170798,26.77295929658456
參賽,719,395,36.85563273471261,898.0,496.0,40.612416553433654,-11.070168831754865,507.4845481564962,280.30326936038097,88.15792821886114,46.93252436704095
安心,768,568,34.39978455229497,970.0,730.0,37.96965366372692,-11.093401785352345,548.173732418487,412.54311821185104,88.15378238869667,58.580160541871535
健保,1275,449,38.597286346251245,1736.0,610.0,42.294355617745374,-11.148914739356162,981.0614427613334,344.72781110853305,88.06775158583794,31.539925198534796
是政府,557,481,34.171566424609125,664.0,581.0,37.85456543326418,-11.03136215667721,375.24469930502613,328.33911189189786,88.03585871273596,70.9795023311981
也提,1308,1236,30.43891221167057,1787.0,1703.0,33.724293966558875,-11.162989712576112,1009.8829482802435,962.4122333079209,88.00403717819526,77.77360209386633
是不是,678,590,33.55311301550645,839.0,731.0,37.2597373698785,-11.056769592781071,474.1420221640315,413.10824577104535,87.64900216541663,75.74453677581386
下午在,717,696,32.551078144535275,896.0,873.0,36.19216691566898,-11.069064565436241,506.3542930381075,493.35635917663825,87.6295796669312,83.23485529745687
進駐,1067,751,33.65295313183878,1419.0,1029.0,36.968433881569645,-11.157415754000974,801.916006496735,581.5162584109517,87.62703704920389,49.3962778298175
道歉,1284,585,36.47214892488892,1751.0,862.0,39.40918718297017,-11.230122093362896,989.5383561492481,487.13995602550074,87.6243544885988,19.65880254377987
是兩,759,625,33.61688444706819,958.0,819.0,37.004882624883095,-11.112811104047728,541.3922017081552,462.83947098014517,87.46552633750453,56.81459516906074
每一,1188,951,32.198619628929826,1604.0,1322.0,35.417319621348355,-11.1718656277973,906.4646049476836,747.0986332548864,87.44100788341147,55.64963648694158
台幣兌,1068,636,34.98216666858774,1421.0,913.0,37.96258619783108,-11.204015987185905,803.0462616151236,515.9614615444109,87.41773275045333,27.926990266721077
表示今天,716,663,32.91296977077409,895.0,837.0,36.515319887622546,-11.075527750234672,505.7891654789132,473.0117670456429,87.365641587461,76.31000151764945
國內外,990,852,32.34024992015325,1303.0,1139.0,35.756617292795326,-11.132798106548925,736.3612096301944,643.6802899223264,87.36559604024565,67.42027414274676
運作,1722,1354,30.692038207048302,2434.0,1948.0,33.769493334588994,-11.206218700661319,1375.5204790789664,1100.8684853105285,87.27464275781034,58.204558113871286
視察,650,431,35.71279082028817,799.0,530.0,39.494822283806855,-11.049247586373479,451.53691979625887,299.5176063729877,87.23006353883297,57.71820910040402
事實,2108,1587,30.05253165704795,3045.0,2401.0,32.74302710288716,-11.256518545625903,1720.8134177466936,1356.8712696255539,87.11778274793988,39.03040305243498
理性,768,571,34.359518666030716,972.0,738.0,37.89370247319445,-11.09903328487552,549.3039875368756,417.06413868540557,87.070086786982,56.81679914594695
今天開盤,593,584,33.03085568387404,717.0,705.0,36.776877094976285,-11.0307754899151,405.1964599423249,398.4149292319931,87.04461451419166,86.44710819034346
經濟部長,558,464,34.44348737245281,667.0,550.0,38.288719815452325,-11.01251239593132,376.9400819826091,310.82015755687405,86.97057033583604,75.4908057293788
部雨,2516,235,47.533237620850365,3698.0,396.0,50.05671796307316,-11.36430736704138,2089.8417139005824,223.7905134409493,86.9017416980474,0.5614741527043943
的精,1023,888,32.14631546783752,1354.0,1176.0,35.6621163189572,-11.123381055397461,765.1827151491045,664.5900096125162,86.86781738781879,75.10197728376392
獎學金,548,231,39.45433193574471,653.0,277.0,43.312084226504794,-11.024078465596604,369.0282961538887,156.54033389682564,86.79787190146246,35.4173377440882
會也,1166,1087,31.046631419108483,1572.0,1470.0,34.44500607196866,-11.144319462582631,888.3805230534655,830.7375120156452,86.7562626375015,79.05079739157709
天開盤,603,594,32.97997745469882,732.0,719.0,36.728037919573744,-11.03346070828946,413.67337333023966,406.3267150607135,86.64945311221595,86.68212198314313
威航,663,132,44.678355589085896,819.0,168.0,48.4778249839576,-11.083640726747946,462.83947098014517,94.94142994464517,86.56184247351459,14.465103541713617
書發,547,478,34.13272460950678,652.0,572.0,37.879270919241435,-11.022006928819401,368.46316859469437,323.252963859149,86.50905405231732,74.08020303508218
圖書,734,279,39.597858499821385,923.0,361.0,43.242207533105386,-11.100144846442575,521.6127371363541,204.01104886914823,86.47861951062691,27.563912949205328
最重要的,1007,910,31.888720424970078,1331.0,1214.0,35.327129690726544,-11.130710042039606,752.1847812876351,686.0648568619001,86.322931948022,73.09359724626661
陣風級以,2494,286,45.753336150012366,3665.0,486.0,48.122571807834795,-11.3726954830117,2071.1925044471695,274.6519937684378,86.31074992392944,0.4688742421442156
在高,1109,944,31.98359022076012,1486.0,1287.0,35.317185789903256,-11.152421711381685,839.7795529627542,727.3191686830853,86.30794694539208,64.5529290052948
天中午,604,555,33.49014603785425,734.0,675.0,37.22106687928795,-11.038223247057154,414.8036284486283,381.46110245616364,86.29448865256923,78.94841378798496
第一時間,675,577,33.700754094751446,837.0,718.0,37.386939840642,-11.061105972471184,473.0117670456429,405.7615875015192,86.25418878445521,72.26557372163789
建置,981,696,33.89821356030343,1292.0,935.0,37.33075606576145,-11.137675538885325,730.1448064790569,528.3942678466859,86.18609289284154,53.16424336911862
級陣風級以下,2489,282,45.867150067540045,3658.0,480.0,48.22692417557295,-11.374357702894882,2067.2366115328095,271.2612284132719,86.04934474309108,0.42512973883692806
接任,1408,902,33.31207856379768,1947.0,1279.0,36.519847217454256,-11.191697951447278,1100.303357751334,722.7981482095307,86.0464734421908,44.42914493442233
雨日偏,1945,378,42.072806383807794,2790.0,578.0,45.14791277163364,-11.267158342983848,1576.705890152143,326.64372921431493,86.02780784660915,8.07444415160389
贊助,687,371,37.106362222316505,855.0,480.0,40.611092906523965,-11.10006271122556,483.1840631111406,271.2612284132719,85.97331597074717,36.67248215242103
督導,589,352,36.73605871659442,713.0,435.0,40.404653785603884,-11.054193525421645,402.93594970554767,245.83048824952766,85.91894279295634,45.85259259580607
出國,1728,1352,30.717167821966186,2448.0,1949.0,33.78699141578649,-11.20821011283571,1383.4322649076867,1101.4336128697228,85.8205544848768,57.00163280466907
班次,600,314,37.67319653270511,729.0,381.0,41.529363681533816,-11.035885059149507,411.97799065265673,215.31360005303455,85.81107923510007,45.23172494488772
雙方,4754,2941,27.03676546819313,7356.0,4548.0,29.618106697982824,-11.278416586247491,4157.078325433392,2570.2001392157513,85.71295936076842,53.49487561679595
任總統,1089,824,32.997629395319784,1457.0,1128.0,36.32577408037949,-11.15650957207959,823.390853746119,637.463886771189,85.6801095770589,54.58461610234144
博物館,1031,409,38.332098479286365,1369.0,556.0,41.86899334654481,-11.149531808138839,773.6596285370192,314.21092291203996,85.5984522676126,28.595343064195376
午表示,562,545,33.29742971667498,675.0,657.0,37.013705758269076,-11.029376893752426,381.46110245616364,371.2888063906659,85.44591654686333,81.27252496114615
都很,842,768,32.48013396318929,1085.0,1001.0,35.98738304027433,-11.107443716098608,613.1634017258334,565.6926867535108,85.40331755336409,72.35067723413363
今天舉,1137,1098,30.868719171717643,1531.0,1478.0,34.29088972182537,-11.13967814936973,865.2102931264985,835.2585324891998,85.37767679051836,82.64875612105348
期以,892,643,34.106810390622066,1160.0,904.0,37.10958810983405,-11.183163306085616,655.5479686654071,510.87531351166206,85.28676129693211,34.17063286860717
震災,792,472,35.95915497883668,1011.0,612.0,39.56536624945018,-11.102231966857829,571.3439623454539,345.85806622692166,85.21852012494956,46.00669757278919
開記者會,967,881,31.980435474026823,1273.0,1148.0,35.590565406169205,-11.107197620874391,719.4073828543649,648.7664379550754,85.21194739731342,83.13072961984581
府不,729,631,33.366717949500234,918.0,807.0,36.91966724024794,-11.088496475659795,518.7870993403825,456.05794026981334,85.17841646393173,67.10709662139378
民的,1825,1449,30.32599216993861,2604.0,2100.0,33.36259989808819,-11.213542351321891,1471.5921641420002,1186.7678743080646,84.87208717821295,57.94367140668032
商圈,598,286,38.34676128701107,728.0,346.0,42.25326053891608,-11.032925634168931,411.41286309346236,195.5341354812335,84.62243838756692,41.85495603100608
台後,598,557,33.418390144733195,728.0,677.0,37.158403806867,-11.03758470291605,411.41286309346236,382.59135757455226,84.62243838756692,79.50617271003128
一時間,754,650,33.288698476203905,956.0,831.0,36.88068020052841,-11.088136101896824,540.2619465897666,469.621001690477,84.55889918577715,69.28264049952237
辦單,745,558,34.39818127820893,943.0,700.0,38.16296196759392,-11.069200042593152,532.9152883202404,395.58929143602154,84.40351762109205,66.6783424811678
表示政,581,537,33.55734376642163,704.0,656.0,37.232410835718476,-11.042641364366283,397.8498016727988,370.7236788314716,84.31321319315506,74.57795808588776
真的,1923,1567,29.84211966349872,2761.0,2284.0,32.83344996569321,-11.219243998350938,1560.3171909355076,1290.7513451998188,84.30261536248621,59.123176251345086
實務,650,507,34.49850872448985,804.0,626.0,38.24677570934596,-11.053318037439974,454.3625575922304,353.7698520556421,84.23671412247514,66.3693587868445
